대표번호,매장명,매장주소,시군구,시도,영업시작시간,영업종료시간,경도(Long),레코드 수,매장코드,위도(Lat)
1522-3232,서초역,서울특별시 서초구 반포대로 118 (서초동),서초구,서울시,1899-12-30 오전 8:30:00,1899-12-30 오후 9:30:00,127.0086118,1,25,37.49067495
1522-3232,예술의전당,"서울특별시 서초구 남부순환로323길 1, 1층 (서초동)",서초구,서울시,1899-12-30 오전 9:00:00,1899-12-30 오후 9:30:00,127.0134724,1,299,37.48115265
1522-3232,교대법원,서울특별시 서초구 서초중앙로 164 (서초동),서초구,서울시,1899-12-30 오전 9:00:00,1899-12-30 오후 9:30:00,127.013336,1,396,37.496329
1522-3232,강남GT타워,"서울특별시 서초구 서초대로 411, GT타워 (서초동)",서초구,서울시,1899-12-30 오전 9:30:00,1899-12-30 오후 9:00:00,127.025833,1,486,37.498056
1522-3232,서초동,"서울특별시 서초구 남부순환로339길 64, 현우빌딩 1층 (서초동)",서초구,서울시,1899-12-30 오전 9:30:00,1899-12-30 오후 9:00:00,127.021525,1,462,37.485941
1522-3232,서울교대,"서울특별시 서초구 서초중앙로 64, 1층 (서초동)",서초구,서울시,1899-12-30 오전 9:30:00,1899-12-30 오후 9:00:00,127.015134,1,327,37.487397
1522-3232,강남에비뉴,"서울특별시 서초구 서초대로77길 62, 강남역아이파크 B102~B105 (서초동)",서초구,서울시,1899-12-30 오전 8:00:00,1899-12-30 오후 9:30:00,127.023894,1,598,37.5027
1522-3232,길음역,서울특별시 성북구 정릉로 376 (돈암동),성북구,서울시,1899-12-30 오전 8:30:00,1899-12-30 오후 9:30:00,127.025271,1,1571,37.602139
1522-3232,미아이마트,서울 성북구 도봉로 17,성북구,서울시,1899-12-30 오전 9:30:00,1899-12-30 오후 9:30:00,127.029921,1,1540,37.610678
1522-3232,성신여대정문,서울특별시 성북구 보문로34길 62 (동선동2가),성북구,서울시,1899-12-30 오전 9:00:00,1899-12-30 오후 9:00:00,127.0188,1,1077,37.59091
1522-3232,삼선교,서울특별시 성북구 동소문로 10 (동소문동2가),성북구,서울시,1899-12-30 오전 9:00:00,1899-12-30 오후 9:00:00,127.0073207,1,726,37.588696
1522-3232,고대,서울특별시 성북구 고려대로 24길 51 (안암동5가),성북구,서울시,1899-12-30 오전 9:00:00,1899-12-30 오후 9:30:00,127.0297352,1,203,37.58397192
1522-3232,현대미아,"서울특별시 성북구 동소문로 315, 현대백화점미아점 지하 1층 (길음동)",성북구,서울시,1899-12-30 오전 9:00:00,1899-12-30 오후 9:30:00,127.0287483,1,57,37.60837822
1522-3232,성신여대,서울특별시 성북구 동소문로24길 12 (동선동1가),성북구,서울시,1899-12-30 오전 9:30:00,1899-12-30 오후 9:30:00,127.018379,1,510,37.593135
1522-3232,한성대입구역,서울특별시 성북구 성북로 11 (성북동1가),성북구,서울시,1899-12-30 오전 9:00:00,1899-12-30 오후 9:00:00,127.004839,1,466,37.589054
1522-3232,송파나루역DT,서울특별시 송파구 오금로 142 (송파동),송파구,서울시,1899-12-30 오전 8:30:00,1899-12-30 오후 9:00:00,127.1102658,1,1476,37.510793
1522-3232,잠실시그마타워,서울특별시 송파구 올림픽로 289 (신천동),송파구,서울시,1899-12-30 오전 9:30:00,1899-12-30 오후 9:00:00,127.102493,1,1441,37.514567
1522-3232,문정법원로R,서울특별시 송파구 송파대로 201 (문정동),송파구,서울시,1899-12-30 오전 9:00:00,1899-12-30 오후 9:00:00,127.119164,1,1402,37.487447
1522-3232,송파개롱역,서울특별시 송파구 오금로 420 (가락동),송파구,서울시,1899-12-30 오전 9:30:00,1899-12-30 오후 9:30:00,127.13652,1,1352,37.496956
1522-3232,문정하비오,"서울특별시 송파구 송파대로 111 (문정동, 파크하비오) 204동 104호~107호",송파구,서울시,1899-12-30 오전 8:30:00,1899-12-30 오후 9:30:00,127.123446,1,1224,37.481925
1522-3232,문정역,"서울특별시 송파구 송파대로 167 (문정동)테라타워 B동 137호~139호,204호",송파구,서울시,1899-12-30 오전 8:30:00,1899-12-30 오후 9:00:00,127.122237,1,1220,37.484813
1522-3232,잠실대교남단R,서울특별시 송파구 올림픽로35길 141 (신천동),송파구,서울시,1899-12-30 오전 9:00:00,1899-12-30 오후 9:00:00,127.099006,1,1194,37.515511
1522-3232,송파위례,"서울특별시 송파구 위례광장로 230 (장지동, 위례2차아이파크)",송파구,서울시,1899-12-30 오전 9:00:00,1899-12-30 오후 10:00:00,127.144067,1,1233,37.478264
1522-3232,송파방이DT,서울특별시 송파구 오금로 241 (방이동),송파구,서울시,1899-12-30 오전 9:00:00,1899-12-30 오후 10:00:00,127.120495,1,1106,37.506564
1522-3232,송파구청,서울특별시 송파구 오금로 87 (방이동),송파구,서울시,1899-12-30 오전 9:00:00,1899-12-30 오후 9:00:00,127.107404,1,1139,37.514573
1522-3232,올림픽평화의문,서울특별시 송파구 위례성대로 38 (방이동) 해태그린피아빌라트,송파구,서울시,1899-12-30 오전 9:30:00,1899-12-30 오후 9:30:00,127.1164819,1,1002,37.5156426
1522-3232,송파아이파크,서울특별시 송파구 법원로 55 (문정동),송파구,서울시,1899-12-30 오전 10:00:00,1899-12-30 오후 9:00:00,127.122379,1,1049,37.479892
1522-3232,송파사거리,서울특별시 송파구 송파대로 386 (송파동),송파구,서울시,1899-12-30 오전 8:30:00,1899-12-30 오후 9:30:00,127.1103904,1,948,37.5022788
1522-3232,석촌서호,서울특별시 송파구 석촌호수로 176 (삼전동),송파구,서울시,1899-12-30 오전 8:30:00,1899-12-30 오후 9:00:00,127.0964684,1,904,37.5063929
1522-3232,문정로데오,서울특별시 송파구 동남로 141 (가락동),송파구,서울시,1899-12-30 오전 8:30:00,1899-12-30 오후 9:30:00,127.1262696,1,879,37.491905
1522-3232,올림픽훼미리,서울특별시 송파구 중대로 68 (문정동),송파구,서울시,1899-12-30 오전 9:00:00,1899-12-30 오후 9:00:00,127.116308,1,809,37.491626
1522-3232,올림픽공원남문,서울특별시 송파구 위례성대로 102 (방이동),송파구,서울시,1899-12-30 오전 10:00:00,1899-12-30 오후 9:00:00,127.123113,1,781,37.5133
1522-3232,방이역,"서울특별시 송파구 마천로 53, 1~2층 (오금동)",송파구,서울시,1899-12-30 오전 8:00:00,1899-12-30 오후 9:30:00,127.126569,1,705,37.508666
1522-3232,석촌호수,서울특별시 송파구 석촌호수로 262 (송파동),송파구,서울시,1899-12-30 오전 8:00:00,1899-12-30 오후 9:00:00,127.104993,1,700,37.509581
1522-3232,잠실푸르지오월드,"서울특별시 송파구 올림픽로35가길 9, 잠실푸르지오월드마크 1층 (신천동)",송파구,서울시,1899-12-30 오전 7:30:00,1899-12-30 오후 10:00:00,127.103426,1,661,37.517649
1522-3232,잠실새내역,서울특별시 송파구 올림픽로 96 (잠실동),송파구,서울시,1899-12-30 오전 7:30:00,1899-12-30 오후 10:00:00,127.081062,1,663,37.511679
1522-3232,잠실역,"서울특별시 송파구 송파대로 562, 한빛프라자 1층, 2층 (신천동)",송파구,서울시,1899-12-30 오전 9:30:00,1899-12-30 오후 9:30:00,127.099231,1,211,37.515272
1522-3232,갤러리아팰리스,"서울특별시 송파구 올림픽로 212, 갤러리아 팰리스 (잠실동)",송파구,서울시,1899-12-30 오전 9:00:00,1899-12-30 오후 10:00:00,127.0938059,1,276,37.51108365
1522-3232,아시아선수촌,서울특별시 송파구 백제고분로 69 (잠실동),송파구,서울시,1899-12-30 오전 7:30:00,1899-12-30 오후 9:30:00,127.0790472,1,270,37.51052862
1522-3232,올림픽아파트,서울특별시 송파구 양재대로 1222 (방이동),송파구,서울시,1899-12-30 오전 8:00:00,1899-12-30 오후 9:00:00,127.133237,1,591,37.515315
1522-3232,가락본동,서울특별시 송파구 송파대로30길 13 (가락동),송파구,서울시,1899-12-30 오전 7:30:00,1899-12-30 오후 9:00:00,127.118785,1,503,37.494895
1522-3232,석촌역,"서울특별시 송파구 백제고분로 358, 1층 (석촌동)",송파구,서울시,1899-12-30 오전 7:00:00,1899-12-30 오후 9:00:00,127.1061077,1,344,37.5042626
1522-3232,가락시장역,"서울특별시 송파구 중대로 121, 롯데캐슬 파인힐 1층 (가락동)",송파구,서울시,1899-12-30 오전 10:00:00,1899-12-30 오후 9:30:00,127.121354,1,475,37.494299
1522-3232,가든파이브,서울특별시 송파구 충민로 10 (문정동) 가든파이브툴,송파구,서울시,1899-12-30 오전 7:00:00,1899-12-30 오후 9:00:00,127.1193703,1,405,37.4782316
1522-3232,목동파리공원,서울특별시 양천구 목동동로 377 (목동),양천구,서울시,1899-12-30 오전 8:00:00,1899-12-30 오후 9:30:00,126.878852,1,1556,37.535336
1522-3232,등촌역,서울특별시 양천구 공항대로 566 (목동) 1층 2층,양천구,서울시,1899-12-30 오전 8:30:00,1899-12-30 오후 9:00:00,126.86807,1,1420,37.548884
1522-3232,목동행복한,서울특별시 양천구 목동동로 309 (목동),양천구,서울시,1899-12-30 오전 9:30:00,1899-12-30 오후 9:30:00,126.876099,1,1408,37.529147
1522-3232,신정DT,서울특별시 양천구 신월로 341 (신정동),양천구,서울시,1899-12-30 오전 8:30:00,1899-12-30 오후 10:00:00,126.858865,1,1315,37.521993
1522-3232,목동역,서울특별시 양천구 목동로 203 (신정동) 1층일부,양천구,서울시,1899-12-30 오전 8:00:00,1899-12-30 오후 10:00:00,126.863986,1,1254,37.526684
1522-3232,목동오목로,"서울특별시 양천구 오목로 279 (목동) 102,103,104,105호",양천구,서울시,1899-12-30 오전 9:00:00,1899-12-30 오후 9:30:00,126.868438,1,1113,37.525923
1522-3232,목동8단지,서울특별시 양천구 목동서로 299 (신정동),양천구,서울시,1899-12-30 오전 7:30:00,1899-12-30 오후 10:00:00,126.868841,1,1151,37.520518
1522-3232,오목교역,서울특별시 양천구 오목로 354 (목동),양천구,서울시,1899-12-30 오전 9:00:00,1899-12-30 오후 9:30:00,126.8765212,1,957,37.5235882
1522-3232,신월IC DT,서울특별시 양천구 남부순환로 430 (신월동),양천구,서울시,1899-12-30 오전 7:00:00,1899-12-30 오후 9:30:00,126.831983,1,953,37.5294984
1522-3232,목동7단지,서울특별시 양천구 목동서로 213 (목동) 세신비젼프라자,양천구,서울시,1899-12-30 오전 8:00:00,1899-12-30 오후 9:30:00,126.87053,1,862,37.528012
1522-3232,목동하이페리온,서울특별시 양천구 오목로 300 (목동),양천구,서울시,1899-12-30 오전 8:00:00,1899-12-30 오후 10:00:00,126.870316,1,618,37.524931
1522-3232,목동5단지,"서울특별시 양천구 목동동로 411, 1동 116호(목동, 부영그린타운3차)",양천구,서울시,1899-12-30 오전 8:00:00,1899-12-30 오후 9:30:00,126.88212,1,625,37.536706
1522-3232,목동,서울특별시 양천구 목동서로 67 (목동) 우성에펠타운,양천구,서울시,1899-12-30 오전 7:30:00,1899-12-30 오후 9:00:00,126.8785597,1,249,37.53638383
1522-3232,현대목동,"서울특별시 양천구 목동동로 257, 현대백화점목동점 지하 2층 (목동)",양천구,서울시,1899-12-30 오전 9:00:00,1899-12-30 오후 9:30:00,126.875023,1,190,37.526848
1522-3232,목동파라곤,"서울특별시 양천구 목동서로 155, 목동파라곤 1층 (목동)",양천구,서울시,1899-12-30 오전 7:30:00,1899-12-30 오후 9:00:00,126.874996,1,347,37.52947
1522-3232,타임스퀘어R,서울특별시 영등포구 영중로 15 지하 1층 (영등포동4가),영등포구,서울시,1899-12-30 오전 8:00:00,1899-12-30 오후 9:30:00,126.903606,1,1551,37.517139
1522-3232,샛강역,서울특별시 영등포구 여의대방로 376 (여의도동),영등포구,서울시,1899-12-30 오전 9:00:00,1899-12-30 오후 9:30:00,126.9312716,1,1495,37.5183551
1522-3232,영등포역,서울특별시 영등포구 경인로 870 (영등포동1가),영등포구,서울시,1899-12-30 오전 7:00:00,1899-12-30 오후 9:00:00,126.909139,1,1462,37.5169614
1522-3232,당산대로,서울특별시 영등포구 양평로 22 (당산동6가),영등포구,서울시,1899-12-30 오전 7:30:00,1899-12-30 오후 9:30:00,126.903804,1,1390,37.533121
1522-3232,여의도IFC몰(L1)R,서울특별시 영등포구 국제금융로 10 (여의도동)  지하1층 178호,영등포구,서울시,1899-12-30 오전 10:00:00,1899-12-30 오후 9:30:00,126.925508,1,1350,37.525127
1522-3232,여의도KBS R,서울특별시 영등포구 의사당대로 26 (여의도동),영등포구,서울시,1899-12-30 오전 7:30:00,1899-12-30 오후 9:30:00,126.918456,1,1334,37.526596
1522-3232,여의도화재보험,서울특별시 영등포구 국제금융로6길 38 (여의도동),영등포구,서울시,1899-12-30 오전 8:00:00,1899-12-30 오후 9:30:00,126.926004,1,1319,37.521345
1522-3232,국회대로,서울특별시 영등포구 국회대로 786 (여의도동),영등포구,서울시,1899-12-30 오전 8:00:00,1899-12-30 오후 9:30:00,126.919549,1,1241,37.53026
1522-3232,영등포KT,서울특별시 영등포구 영중로 119 (영등포동8가),영등포구,서울시,1899-12-30 오전 9:00:00,1899-12-30 오후 10:00:00,126.904706,1,1147,37.526792
1522-3232,여의도공원R,서울특별시 영등포구 여의공원로 101 (여의도동),영등포구,서울시,1899-12-30 오전 8:00:00,1899-12-30 오후 9:30:00,126.924872,1,1141,37.529231
1522-3232,국회의사당역,서울특별시 영등포구 의사당대로 8 (여의도동),영등포구,서울시,1899-12-30 오전 7:30:00,1899-12-30 오후 10:00:00,126.916882,1,1124,37.527831
1522-3232,선유도역,서울특별시 영등포구 양평로 115 (양평동4가),영등포구,서울시,1899-12-30 오전 8:00:00,1899-12-30 오후 10:00:00,126.894594,1,1050,37.537268
1522-3232,여의도역R,서울특별시 영등포구 의사당대로 83 (여의도동) 1층,영등포구,서울시,1899-12-30 오전 8:30:00,1899-12-30 오후 9:00:00,126.923439,1,1037,37.523328
1522-3232,선유동이레빌딩,서울특별시 영등포구 선유동2로 57 (양평제1동) 이레빌딩,영등포구,서울시,1899-12-30 오전 10:00:00,1899-12-30 오후 8:00:00,126.896912,1,1045,37.534109
1522-3232,동여의도,서울특별시 영등포구 국제금융로 86 (여의도동) 롯데캐슬 아이비,영등포구,서울시,1899-12-30 오전 7:30:00,1899-12-30 오후 9:00:00,126.9317957,1,892,37.5199494
1522-3232,여의도ABL타워,서울특별시 영등포구 의사당대로 147 (여의도동) 알리안츠타워,영등포구,서울시,1899-12-30 오전 7:30:00,1899-12-30 오후 9:00:00,126.92779,1,852,37.518749
1522-3232,영등포신길DT,서울특별시 영등포구 신길로 137 (신길동),영등포구,서울시,1899-12-30 오전 8:00:00,1899-12-30 오후 10:00:00,126.910073,1,849,37.504566
1522-3232,문래역,서울특별시 영등포구 당산로 34 (문래동3가),영등포구,서울시,1899-12-30 오전 9:00:00,1899-12-30 오후 9:00:00,126.896475,1,851,37.517428
1522-3232,당산,서울특별시 영등포구 양평로 64 (당산동6가),영등포구,서울시,1899-12-30 오전 9:30:00,1899-12-30 오후 9:30:00,126.899942,1,725,37.535164
1522-3232,여의도한양증권,서울특별시 영등포구 국제금융로6길 7 (여의도동) 한양증권,영등포구,서울시,1899-12-30 오전 8:30:00,1899-12-30 오후 9:30:00,126.929093,1,723,37.522418
1522-3232,여의도일신,서울특별시 영등포구 은행로 11 (여의도동) 1층 1부,영등포구,서울시,1899-12-30 오전 8:30:00,1899-12-30 오후 9:00:00,126.920103,1,701,37.528
1522-3232,신세계영등포B2,"서울특별시 영등포구 영중로 9, 신세계백화점 B관 지하2층 (영등포동4가)",영등포구,서울시,1899-12-30 오전 8:00:00,1899-12-30 오후 9:00:00,126.905608,1,616,37.517162
1522-3232,하이테크시티,서울특별시 영등포구 경인로 775 (문래동3가) 에이스하이테크시티,영등포구,서울시,1899-12-30 오전 8:30:00,1899-12-30 오후 9:00:00,126.8986474,1,73,37.51467062
1522-3232,당산역,"서울특별시 영등포구 당산로 231, 대원빌딩 1,2층 (당산동6가)",영등포구,서울시,1899-12-30 오전 7:30:00,1899-12-30 오후 11:00:00,126.9018763,1,75,37.5344337
1522-3232,서여의도,서울특별시 영등포구 국회대로70길 15-1 (여의도동),영등포구,서울시,1899-12-30 오전 8:00:00,1899-12-30 오후 11:00:00,126.920272,1,154,37.52958977
1522-3232,여의도,서울특별시 영등포구 국제금융로2길 28 (여의도동),영등포구,서울시,1899-12-30 오전 7:30:00,1899-12-30 오후 10:30:00,126.9245179,1,153,37.52403519
1522-3232,롯데캐슬여의도,서울특별시 영등포구 의사당대로 127 (여의도동) 롯데캐슬앰파이어 1층 104호,영등포구,서울시,1899-12-30 오전 7:30:00,1899-12-30 오후 10:00:00,126.9263678,1,268,37.52025214
1522-3232,문래동,"서울특별시 영등포구 선유로 64, 대창타운빌 1층 (문래동3가)",영등포구,서울시,1899-12-30 오전 7:00:00,1899-12-30 오후 10:30:00,126.889652,1,323,37.519602
1522-3232,신세계영등포B,"서울특별시 영등포구 영중로 9, 신세계백화점 B관 1층 (영등포동4가)",영등포구,서울시,1899-12-30 오전 8:30:00,1899-12-30 오후 10:00:00,126.905608,1,294,37.517162
1522-3232,여의도호성,"서울특별시 영등포구 여의대방로65길 24, 호성빌딩 1층 (여의도동)",영등포구,서울시,1899-12-30 오전 8:00:00,1899-12-30 오후 10:00:00,126.929426,1,375,37.520176
1522-3232,타임스퀘어B2,"서울특별시 영등포구 영중로 15, 지하2층 (영등포동4가)",영등포구,서울시,1899-12-30 오전 8:00:00,1899-12-30 오후 10:00:00,126.903387,1,414,37.516985
1522-3232,영등포본동,서울특별시 영등포구 영등포로 254 (영등포동3가),영등포구,서울시,1899-12-30 오전 7:30:00,1899-12-30 오후 10:00:00,126.909559,1,329,37.518713
1522-3232,타임스퀘어,서울특별시 영등포구 영중로 15 지상2층 (영등포동4가),영등포구,서울시,1899-12-30 오전 7:30:00,1899-12-30 오후 10:00:00,126.903387,1,295,37.516985
1522-3232,여의도의사당,"서울특별시 영등포구 국회대로74길 12, 남중빌딩 1층 (여의도동)",영등포구,서울시,1899-12-30 오전 7:30:00,1899-12-30 오후 10:00:00,126.92109,1,342,37.530023
1522-3232,여의도IFC(1F),서울특별시 영등포구 국제금융로 10 (여의도동),영등포구,서울시,1899-12-30 오전 9:30:00,1899-12-30 오후 10:00:00,126.924668,1,573,37.525273
1522-3232,불광역,서울시 은평구 통일로 715,은평구,서울시,1899-12-30 오전 7:00:00,1899-12-30 오후 10:00:00,126.9303971,1,1508,37.609382
1522-3232,구파발사거리,서울시 은평구 진관3로 21 은평엘크루 101동 105-108호,은평구,서울시,1899-12-30 오전 8:00:00,1899-12-30 오후 10:00:00,126.91881,1,1336,37.639617
1522-3232,연신내역사거리,서울특별시 은평구 통일로 842 (불광동),은평구,서울시,1899-12-30 오전 7:30:00,1899-12-30 오후 10:00:00,126.922062,1,1304,37.61862
1522-3232,연신내,서울특별시 은평구 통일로 867 (갈현동),은평구,서울시,1899-12-30 오전 7:30:00,1899-12-30 오후 10:00:00,126.919913,1,1179,37.620417
1522-3232,구파발역,서울특별시 은평구 진관2로 12,은평구,서울시,1899-12-30 오전 7:00:00,1899-12-30 오후 10:00:00,126.918881,1,951,37.63446
1522-3232,은평구청입구,서울특별시 은평구 은평로 170 (응암동),은평구,서울시,1899-12-30 오전 7:30:00,1899-12-30 오후 10:30:00,126.926789,1,775,37.601042
1522-3232,은평이마트,서울특별시 은평구 은평로 111 (응암동),은평구,서울시,1899-12-30 오전 9:30:00,1899-12-30 오후 10:00:00,126.9202735,1,235,37.60037923
1522-3232,구산역,서울특별시 은평구 연서로 146 (대조동),은평구,서울시,1899-12-30 오전 7:00:00,1899-12-30 오후 10:00:00,126.917678,1,529,37.611745
1522-3232,연합뉴스,서울특별시 종로구 율곡로2길 25 (수송동),종로구,서울시,1899-12-30 오전 8:00:00,1899-12-30 오후 9:00:00,126.980459,1,1472,37.5743289
1522-3232,혜화역,서울시 종로구 대학로12길 4 1~2층,종로구,서울시,1899-12-30 오전 7:30:00,1899-12-30 오후 10:00:00,127.002185,1,1429,37.5824779
1522-3232,경희궁로,서울특별시 종로구 새문안로3길 15 (당주동),종로구,서울시,1899-12-30 오전 10:00:00,1899-12-30 오후 10:00:00,126.972343,1,1528,37.571759
1522-3232,강북삼성병원,서울특별시 종로구 새문안로 29 (평동),종로구,서울시,1899-12-30 오전 7:30:00,1899-12-30 오후 10:00:00,126.96756,1,1622,37.568546
1522-3232,종로평창동,서울특별시 종로구 평창12길 3 (평창동),종로구,서울시,1899-12-30 오전 7:30:00,1899-12-30 오후 10:30:00,126.967213,1,1427,37.606149
1522-3232,광화문우체국,서울특별시 종로구 종로 6 (서린동),종로구,서울시,1899-12-30 오전 7:30:00,1899-12-30 오후 10:00:00,126.978083,1,1359,37.569854
1522-3232,더종로R,서울특별시 종로구 종로 51 (종로2가),종로구,서울시,1899-12-30 오전 7:00:00,1899-12-30 오후 10:00:00,126.983494,1,1305,37.570804
1522-3232,독립문역,서울특별시 종로구 통일로 168-1 (교남동),종로구,서울시,1899-12-30 오전 7:00:00,1899-12-30 오후 10:00:00,126.961269,1,1320,37.571432
1522-3232,정부서울청사R,서울특별시 종로구 새문안로5가길 28 (적선동),종로구,서울시,1899-12-30 오전 8:00:00,1899-12-30 오후 9:30:00,126.973571,1,1333,37.574411
1522-3232,동묘앞역,"서울특별시 종로구 종로 344 (숭인동, 대우디오빌) 101호 일부, 201호 일부",종로구,서울시,1899-12-30 오전 7:30:00,1899-12-30 오후 11:00:00,127.016072,1,1058,37.5727
1522-3232,종로구청,서울특별시 종로구 삼봉로 71 (수송동),종로구,서울시,1899-12-30 오전 7:30:00,1899-12-30 오후 11:00:00,126.981138,1,1052,37.572662
1522-3232,북촌로,서울특별시 종로구 북촌로4길 23 (계동),종로구,서울시,1899-12-30 오전 7:30:00,1899-12-30 오후 11:00:00,126.986431,1,843,37.579462
1522-3232,종로수송,서울특별시 종로구 종로5길 30 (청진동) 1~3층,종로구,서울시,1899-12-30 오전 7:30:00,1899-12-30 오후 11:00:00,126.9807831,1,836,37.5714931
1522-3232,새문안로,서울특별시 종로구 새문안로 92 (신문로1가) 광화문오피시아빌딩,종로구,서울시,1899-12-30 오전 7:30:00,1899-12-30 오후 11:00:00,126.9748903,1,804,37.5696597
1522-3232,안국,서울특별시 종로구 북촌로 5-1 (재동),종로구,서울시,1899-12-30 오전 7:30:00,1899-12-30 오후 11:00:00,126.985635,1,791,37.577338
1522-3232,삼청동,서울특별시 종로구 삼청로 111-1 (삼청동),종로구,서울시,1899-12-30 오전 7:30:00,1899-12-30 오후 11:00:00,126.9817512,1,788,37.585381
1522-3232,광화문D타워,서울특별시 종로구 종로3길 17 (청진동) D타워,종로구,서울시,1899-12-30 오전 9:00:00,1899-12-30 오후 9:00:00,126.9788297,1,974,37.5714
1522-3232,서울극장,서울특별시 종로구 돈화문로 13 (관수동) 서울극장,종로구,서울시,1899-12-30 오전 10:00:00,1899-12-30 오후 9:00:00,126.9917911,1,72,37.56975769
1522-3232,적선,"서울특별시 종로구 새문안로5길 55, 노스게이트빌딩 1층 (적선동)",종로구,서울시,1899-12-30 오전 9:00:00,1899-12-30 오후 9:00:00,126.9739361,1,189,37.57520431
1522-3232,인사,서울특별시 종로구 인사동길 14 (인사동),종로구,서울시,1899-12-30 오전 9:00:00,1899-12-30 오후 9:00:00,126.9870349,1,164,37.5721293
1522-3232,영풍문고,서울특별시 종로구 청계천로 41 (서린동) 영풍빌딩,종로구,서울시,1899-12-30 오전 9:30:00,1899-12-30 오후 9:00:00,126.9821243,1,216,37.5695584
1522-3232,광화문R,"서울특별시 종로구 세종대로 167, 현대해상본사사옥 별관내 (세종로)",종로구,서울시,1899-12-30 오전 8:30:00,1899-12-30 오후 9:30:00,126.9762872,1,178,37.5712293
1522-3232,성대입구,서울특별시 종로구 창경궁로 235 (명륜3가),종로구,서울시,1899-12-30 오전 9:00:00,1899-12-30 오후 9:30:00,126.998392,1,142,37.582892
1522-3232,스페이스본,서울특별시 종로구 사직로8길 4 (사직동) 광화문 풍림스페이스본,종로구,서울시,1899-12-30 오전 9:00:00,1899-12-30 오후 9:30:00,126.9692494,1,111,37.57532212
1522-3232,주얼리시티,서울특별시 종로구 종로 183 (인의동) 효성주얼리시티,종로구,서울시,1899-12-30 오전 9:30:00,1899-12-30 오후 9:00:00,126.998705,1,109,37.57154914
1522-3232,종각,서울특별시 종로구 종로 64 (종로2가),종로구,서울시,1899-12-30 오전 9:30:00,1899-12-30 오후 9:00:00,126.9845281,1,45,37.5699183
1522-3232,광교,서울특별시 종로구 청계천로 59 (관철동),종로구,서울시,1899-12-30 오전 9:30:00,1899-12-30 오후 9:00:00,126.9842163,1,12,37.568928
1522-3232,동숭로아트,서울특별시 종로구 동숭길 110 (동숭동),종로구,서울시,1899-12-30 오전 8:00:00,1899-12-30 오후 9:30:00,127.003876,1,434,37.582969
1522-3232,종로관철,"서울특별시 종로구 종로12길 21, 2층 (관철동)",종로구,서울시,1899-12-30 오전 8:30:00,1899-12-30 오후 9:30:00,126.986013,1,352,37.569058
1522-3232,경복궁역,"서울특별시 종로구 자하문로4길 6, 1층 (통의동)",종로구,서울시,1899-12-30 오전 9:30:00,1899-12-30 오후 9:30:00,126.9727453,1,351,37.5771508
1522-3232,이마빌딩,서울특별시 종로구 종로1길 42 (수송동),종로구,서울시,1899-12-30 오전 9:00:00,1899-12-30 오후 9:00:00,126.9789715,1,401,37.5738637
1522-3232,대명거리,서울특별시 종로구 대명길 5 (명륜4가),종로구,서울시,1899-12-30 오전 9:00:00,1899-12-30 오후 9:00:00,127.0011593,1,310,37.58349633
1522-3232,마로니에공원,"서울특별시 종로구 대학로 116, 1-2층 (동숭동)",종로구,서울시,1899-12-30 오전 9:00:00,1899-12-30 오후 9:30:00,127.0023412,1,301,37.58154296
1522-3232,종로3가,"서울특별시 종로구 종로 113-1, 1-4층 (종로3가)",종로구,서울시,1899-12-30 오전 9:00:00,1899-12-30 오후 9:30:00,126.9902055,1,330,37.5705527
1522-3232,대학로,"서울특별시 종로구 대학로 57, 홍익대학교 대학로캠퍼스 內 (연건동)",종로구,서울시,1899-12-30 오전 9:30:00,1899-12-30 오후 9:30:00,127.001449,1,578,37.576509
1522-3232,경복궁사거리,"서울특별시 종로구 율곡로 6, B동 101호(중학동, 트윈트리타워)",종로구,서울시,1899-12-30 오전 9:00:00,1899-12-30 오후 9:00:00,126.980581,1,383,37.575578
1522-3232,종로관수,서울특별시 종로구 삼일대로20길 13 (관수동),종로구,서울시,1899-12-30 오전 8:30:00,1899-12-30 오후 9:00:00,126.988665,1,572,37.569385
1522-3232,숭례문북창,서울특별시 중구 세종대로12길 12 (남대문로4가),중구,서울시,1899-12-30 오전 9:30:00,1899-12-30 오후 9:00:00,126.976838,1,1426,37.561725
1522-3232,을지로4가역,서울특별시 중구 을지로 170 (을지로4가),중구,서울시,1899-12-30 오전 9:00:00,1899-12-30 오후 9:00:00,126.997285,1,1569,37.566682
1522-3232,동대문두타,서울특별시 중구 장충단로 275 (을지로6가),중구,서울시,1899-12-30 오전 9:30:00,1899-12-30 오후 9:30:00,127.0087838,1,1543,37.56892513
1522-3232,대한상공회의소R,서울시 중구 세종대로 39 상공회의소회관 1층,중구,서울시,1899-12-30 오전 8:30:00,1899-12-30 오후 9:30:00,126.973702,1,1496,37.560938
1522-3232,명동센트럴,서울특별시 중구 명동9길 16 (명동1가),중구,서울시,1899-12-30 오전 8:30:00,1899-12-30 오후 9:00:00,126.985233,1,1435,37.564669
1522-3232,국립중앙의료원,서울특별시 중구 을지로 251 (을지로6가),중구,서울시,1899-12-30 오전 9:00:00,1899-12-30 오후 9:00:00,127.0062376,1,1419,37.566516
1522-3232,동국대,서울특별시 중구 서애로 1길 11,중구,서울시,1899-12-30 오전 9:00:00,1899-12-30 오후 10:00:00,126.998437,1,1367,37.561542
