대표번호,매장명,매장주소,시군구,시도,영업시작시간,영업종료시간,경도(Long),레코드 수,매장코드,위도(Lat)
1522-3232,경희대,서울특별시 동대문구 경희대로 16-1 (회기동),동대문구,서울시,1899-12-30 오전 7:00:00,1899-12-30 오후 9:30:00,127.0528085,1,345,37.5928812
1522-3232,월곡역,"서울특별시 성북구 화랑로 76, 101-1호 (하월곡동)",성북구,서울시,1899-12-30 오전 7:30:00,1899-12-30 오후 11:00:00,127.040446,1,615,37.601718
1522-3232,경희대삼거리,서울특별시 동대문구 회기로 141 (회기동),동대문구,서울시,1899-12-30 오전 7:30:00,1899-12-30 오후 11:00:00,127.052017,1,1226,37.591531
1522-3232,외대정문,서울특별시 동대문구 이문로 93 (이문동),동대문구,서울시,1899-12-30 오전 7:30:00,1899-12-30 오후 11:00:00,127.0590302,1,1171,37.5953464
1522-3232,회기역사거리,서울특별시 동대문구 이문로 37 (회기동),동대문구,서울시,1899-12-30 오전 7:30:00,1899-12-30 오후 11:00:00,127.056098,1,784,37.590784
1522-3232,외대,서울특별시 동대문구 휘경로 12-1 (이문동),동대문구,서울시,1899-12-30 오전 7:30:00,1899-12-30 오후 11:00:00,127.0614002,1,242,37.59575188
1522-3232,종암DT,서울특별시 성북구 종암로 17 (종암동),성북구,서울시,1899-12-30 오전 7:30:00,1899-12-30 오후 11:00:00,127.0360401,1,1369,37.5919525
1522-3232,종암,서울특별시 성북구 종암로 122 (종암동),성북구,서울시,1899-12-30 오전 7:30:00,1899-12-30 오후 11:00:00,127.033847,1,997,37.601095
1522-3232,미아,서울특별시 성북구 동소문로 314 (하월곡동),성북구,서울시,1899-12-30 오전 9:00:00,1899-12-30 오후 9:00:00,127.029303,1,1206,37.607581
1522-3232,안암역,서울특별시 성북구 고려대로 102-2 (안암동5가),성북구,서울시,1899-12-30 오전 10:00:00,1899-12-30 오후 9:00:00,127.030556,1,558,37.586319
1522-3232,역삼아레나빌딩,서울특별시 강남구 언주로 425 (역삼동),강남구,서울시,1899-12-30 오전 9:00:00,1899-12-30 오후 9:00:00,127.043069,1,1509,37.501087
1522-3232,논현역사거리,서울특별시 강남구 강남대로 538 (논현동),강남구,서울시,1899-12-30 오전 9:00:00,1899-12-30 오후 9:00:00,127.022223,1,1434,37.510178
1522-3232,신사역성일빌딩,서울특별시 강남구 강남대로 584 (논현동),강남구,서울시,1899-12-30 오전 9:30:00,1899-12-30 오후 9:00:00,127.020563,1,1595,37.514132
1522-3232,국기원사거리,서울특별시 강남구 테헤란로 125 (역삼동),강남구,서울시,1899-12-30 오전 8:30:00,1899-12-30 오후 9:30:00,127.031495,1,1527,37.499517
1522-3232,스탈릿대치R,서울특별시 강남구 남부순환로 2947 (대치동),강남구,서울시,1899-12-30 오전 9:00:00,1899-12-30 오후 9:30:00,127.062583,1,1468,37.494668
1522-3232,삼성역섬유센터R,서울특별시 강남구 테헤란로 518 (대치동),강남구,서울시,1899-12-30 오전 9:00:00,1899-12-30 오후 9:30:00,127.060651,1,1438,37.50775
1522-3232,압구정R,서울특별시 강남구 언주로 861 (신사동),강남구,서울시,1899-12-30 오전 9:30:00,1899-12-30 오후 9:00:00,127.033061,1,1411,37.5273669
1522-3232,수서역R,서울특별시 강남구 광평로 281 (수서동),강남구,서울시,1899-12-30 오전 9:30:00,1899-12-30 오후 9:00:00,127.10265,1,1389,37.488008
1522-3232,양재강남빌딩R,서울특별시 강남구 남부순환로 2621 (도곡동),강남구,서울시,1899-12-30 오전 9:30:00,1899-12-30 오후 9:00:00,127.036685,1,1404,37.485192
1522-3232,선릉동신빌딩R,서울특별시 강남구 테헤란로 409 (삼성동),강남구,서울시,1899-12-30 오전 8:00:00,1899-12-30 오후 9:30:00,127.050409,1,1355,37.505321
1522-3232,봉은사로선정릉,서울특별시 강남구 봉은사로 446 (삼성동),강남구,서울시,1899-12-30 오전 8:30:00,1899-12-30 오후 9:30:00,127.048409,1,1348,37.511293
1522-3232,강남오거리,서울특별시 강남구 봉은사로2길 39 (역삼동),강남구,서울시,1899-12-30 오전 9:30:00,1899-12-30 오후 9:30:00,127.026672,1,1255,37.502117
1522-3232,스타필드코엑스몰R,서울특별시 강남구 영동대로 513 (삼성동),강남구,서울시,1899-12-30 오전 9:00:00,1899-12-30 오후 9:00:00,127.061455,1,1211,37.50999
1522-3232,강남구청정문,서울특별시 강남구 학동로 419 (청담동),강남구,서울시,1899-12-30 오전 9:00:00,1899-12-30 오후 9:00:00,127.045995,1,1188,37.518181
1522-3232,도곡공원,서울특별시 강남구 도곡로 205 (역삼동),강남구,서울시,1899-12-30 오전 9:00:00,1899-12-30 오후 9:30:00,127.041309,1,1263,37.492805
1522-3232,강남R,서울특별시 강남구 강남대로 390 (역삼동),강남구,서울시,1899-12-30 오전 9:00:00,1899-12-30 오후 9:30:00,127.028439,1,1258,37.497711
1522-3232,대치은마사거리,서울특별시 강남구 도곡로 457 (대치동),강남구,서울시,1899-12-30 오전 9:30:00,1899-12-30 오후 9:30:00,127.060172,1,1099,37.498973
1522-3232,청담영동대로,서울특별시 강남구 영동대로 720 (청담동),강남구,서울시,1899-12-30 오전 9:00:00,1899-12-30 오후 9:00:00,127.056449,1,1154,37.522156
1522-3232,압구정,서울특별시 강남구 압구정로30길 17 (신사동),강남구,서울시,1899-12-30 오전 8:30:00,1899-12-30 오후 9:00:00,127.02956,1,1084,37.526283
1522-3232,신사가로수,서울특별시 강남구 압구정로12길 32 (신사동),강남구,서울시,1899-12-30 오전 9:30:00,1899-12-30 오후 9:00:00,127.02251,1,1159,37.521852
1522-3232,청담스타R,서울특별시 강남구 도산대로57길 24 (청담동),강남구,서울시,1899-12-30 오전 9:00:00,1899-12-30 오후 9:00:00,127.041827,1,1146,37.525216
1522-3232,강남우성,서울특별시 강남구 강남대로 328 (역삼동),강남구,서울시,1899-12-30 오전 9:30:00,1899-12-30 오후 9:30:00,127.03091,1,1129,37.492396
1522-3232,학동사거리,서울특별시 강남구 도산대로 328 (논현동),강남구,서울시,1899-12-30 오전 8:30:00,1899-12-30 오후 9:30:00,127.0379543,1,991,37.5223645
1522-3232,대치사거리,서울특별시 강남구 삼성로 402 (대치동),강남구,서울시,1899-12-30 오전 8:30:00,1899-12-30 오후 9:00:00,127.058817,1,1062,37.503331
1522-3232,포스코사거리,서울특별시 강남구 테헤란로 505 (삼성동) 화진빌딩,강남구,서울시,1899-12-30 오전 9:00:00,1899-12-30 오후 9:00:00,127.0574271,1,1038,37.5075307
1522-3232,을지병원사거리,"서울특별시 강남구 논현로 752 (논현동,구산빌딩)",강남구,서울시,1899-12-30 오전 9:00:00,1899-12-30 오후 10:00:00,127.0286446,1,914,37.5191632
1522-3232,신사역,서울특별시 강남구 도산대로 108 (논현동) 렉스타워,강남구,서울시,1899-12-30 오전 9:00:00,1899-12-30 오후 10:00:00,127.0207428,1,863,37.5162021
1522-3232,도곡역,서울특별시 강남구 남부순환로 2909 (대치동),강남구,서울시,1899-12-30 오전 9:00:00,1899-12-30 오후 9:00:00,127.057398,1,825,37.492167
1522-3232,서울세관사거리,서울특별시 강남구 언주로 650 (논현동) 한국건설기술인협회,강남구,서울시,1899-12-30 오전 9:30:00,1899-12-30 오후 9:30:00,127.035653,1,815,37.514887
1522-3232,청담사거리,서울특별시 강남구 도산대로 458 (청담동) 리츠타워,강남구,서울시,1899-12-30 오전 10:00:00,1899-12-30 오후 9:00:00,127.0468651,1,734,37.5236351
1522-3232,한티역,"서울특별시 강남구 도곡로 408, 디마크빌딩 101호 (대치동)",강남구,서울시,1899-12-30 오전 8:30:00,1899-12-30 오후 9:30:00,127.055055,1,687,37.496801
1522-3232,역삼초교사거리,서울특별시 강남구 역삼로 123 (역삼동),강남구,서울시,1899-12-30 오전 8:30:00,1899-12-30 오후 9:00:00,127.0329973,1,752,37.4941059
1522-3232,코엑스몰,서울특별시 강남구 영동대로 513 (삼성동) 코엑스,강남구,서울시,1899-12-30 오전 8:30:00,1899-12-30 오후 9:30:00,127.059245,1,744,37.513715
1522-3232,가로수길,"서울특별시 강남구 논현로175길 94, 1~2층 (신사동)",강남구,서울시,1899-12-30 오전 9:00:00,1899-12-30 오후 9:00:00,127.021625,1,672,37.5231593
1522-3232,역삼대로,"서울특별시 강남구 테헤란로 211, 한국고등교육재단빌딩 1층 (역삼동)",강남구,서울시,1899-12-30 오전 10:00:00,1899-12-30 오후 9:00:00,127.039375,1,632,37.501623
1522-3232,역삼포스코,"서울특별시 강남구 테헤란로 134, P&S TOWER (역삼동)",강남구,서울시,1899-12-30 오전 8:00:00,1899-12-30 오후 9:30:00,127.033582,1,636,37.499721
1522-3232,강남대로,"서울특별시 강남구 강남대로 456, 한석타워 2층 1-2호 (역삼동)",강남구,서울시,1899-12-30 오전 8:00:00,1899-12-30 오후 9:00:00,127.025546,1,630,37.50314
1522-3232,청담,"서울특별시 강남구 도산대로 532, 인희빌딩 1층 (청담동)",강남구,서울시,1899-12-30 오전 7:30:00,1899-12-30 오후 10:00:00,127.0515599,1,667,37.5243631
1522-3232,삼성도심공항,서울특별시 강남구 테헤란로87길 33 (삼성동),강남구,서울시,1899-12-30 오전 7:30:00,1899-12-30 오후 10:00:00,127.0579134,1,643,37.5097863
1522-3232,삼성교,"서울특별시 강남구 영동대로86길 12, 동남유화빌딩 1층",강남구,서울시,1899-12-30 오전 9:30:00,1899-12-30 오후 9:30:00,127.06517,1,607,37.507794
1522-3232,학동역,서울특별시 강남구 논현로 704 (논현동),강남구,서울시,1899-12-30 오전 9:00:00,1899-12-30 오후 10:00:00,127.0307302,1,251,37.51464884
1522-3232,대치,서울특별시 강남구 도곡로 511 (대치동),강남구,서울시,1899-12-30 오전 7:30:00,1899-12-30 오후 9:30:00,127.0622171,1,200,37.49966175
1522-3232,기술센터,"서울특별시 강남구 테헤란로 305, 한국기술센터 1층 (역삼동)",강남구,서울시,1899-12-30 오전 8:00:00,1899-12-30 오후 9:00:00,127.0436409,1,199,37.50329211
1522-3232,SSG마켓도곡R,"서울특별시 강남구 언주로30길 57, 타워팰리스Ⅱ F 지하1층 (도곡동)",강남구,서울시,1899-12-30 오전 7:30:00,1899-12-30 오후 9:00:00,127.054895,1,198,37.490298
1522-3232,삼성,"서울특별시 강남구 테헤란로 443, 애플트리타워 1층 (삼성동)",강남구,서울시,1899-12-30 오전 7:00:00,1899-12-30 오후 9:00:00,127.0555503,1,180,37.50703529
1522-3232,선릉세화빌딩,"서울특별시 강남구 테헤란로64길 18, 세화빌딩 1층 (대치동)",강남구,서울시,1899-12-30 오전 10:00:00,1899-12-30 오후 9:30:00,127.051196,1,170,37.50377562
1522-3232,압구정역,"서울특별시 강남구 압구정로 170, 관영빌딩 1층 지하1층 (신사동)",강남구,서울시,1899-12-30 오전 7:00:00,1899-12-30 오후 9:00:00,127.0281105,1,158,37.52674095
1522-3232,압구정로,서울특별시 강남구 압구정로42길 32 (신사동),강남구,서울시,1899-12-30 오전 8:00:00,1899-12-30 오후 9:30:00,127.0347174,1,283,37.52680046
1522-3232,구역삼사거리,서울특별시 강남구 논현로 401 (역삼동),강남구,서울시,1899-12-30 오전 8:30:00,1899-12-30 오후 9:00:00,127.0388645,1,279,37.49592355
1522-3232,큰길타워,"서울특별시 강남구 테헤란로 223, 큰길타워빌딩 (역삼동)",강남구,서울시,1899-12-30 오전 9:30:00,1899-12-30 오후 9:30:00,127.0407,1,278,37.50236693
1522-3232,강남구청역,"서울특별시 강남구 선릉로 669, 웰빙센터 1층 (논현동)",강남구,서울시,1899-12-30 오전 8:30:00,1899-12-30 오후 10:00:00,127.0412433,1,275,37.5165849
1522-3232,대치역,"서울특별시 강남구 남부순환로 2936, 원플러스 상가107호 (대치동)",강남구,서울시,1899-12-30 오전 8:00:00,1899-12-30 오후 10:00:00,127.061874,1,274,37.493554
1522-3232,포이,서울특별시 강남구 논현로 88 (개포동),강남구,서울시,1899-12-30 오전 9:00:00,1899-12-30 오후 9:30:00,127.0451411,1,272,37.47781106
1522-3232,아크플레이스,서울특별시 강남구 테헤란로 142 (역삼동),강남구,서울시,1899-12-30 오전 7:30:00,1899-12-30 오후 10:00:00,127.0349084,1,19,37.49971982
1522-3232,학여울역,서울특별시 강남구 영동대로 215 (대치동),강남구,서울시,1899-12-30 오전 9:00:00,1899-12-30 오후 9:30:00,127.0684943,1,3,37.49803646
1522-3232,선정릉역,서울특별시 강남구 봉은사로 407 (삼성동) 에프오빌딩,강남구,서울시,1899-12-30 오전 7:00:00,1899-12-30 오후 9:30:00,127.0445597,1,989,37.5107549
1522-3232,삼성현대힐,서울특별시 강남구 삼성로 605 (삼성동),강남구,서울시,1899-12-30 오전 8:00:00,1899-12-30 오후 9:30:00,127.0527183,1,58,37.51354184
1522-3232,GS타워,서울특별시 강남구 논현로 508 (역삼동),강남구,서울시,1899-12-30 오전 8:00:00,1899-12-30 오후 10:00:00,127.0372776,1,266,37.5018592
1522-3232,압구정미소,서울특별시 강남구 논현로 841 (신사동),강남구,서울시,1899-12-30 오전 8:00:00,1899-12-30 오후 9:30:00,127.027915,1,259,37.52405601
1522-3232,선릉역,"서울특별시 강남구 테헤란로 334, LG화재 빌딩 (역삼동)",강남구,서울시,1899-12-30 오전 7:30:00,1899-12-30 오후 9:00:00,127.0485135,1,258,37.50393894
1522-3232,수서,서울특별시 강남구 밤고개로1길 10 (수서동) 수서현대벤쳐빌 지하2층,강남구,서울시,1899-12-30 오전 9:00:00,1899-12-30 오후 9:30:00,127.1017508,1,37,37.48801132
1522-3232,코엑스사거리,서울특별시 강남구 영동대로 616 (삼성동),강남구,서울시,1899-12-30 오전 7:30:00,1899-12-30 오후 9:00:00,127.060109,1,484,37.515351
1522-3232,역삼럭키,서울특별시 강남구 도곡로 183 (역삼동),강남구,서울시,1899-12-30 오전 8:00:00,1899-12-30 오후 9:30:00,127.039389,1,471,37.492209
1522-3232,차병원사거리,"서울특별시 강남구 봉은사로 213, 센트럴타워 (논현동)",강남구,서울시,1899-12-30 오전 9:00:00,1899-12-30 오후 9:30:00,127.035373,1,449,37.508032
1522-3232,청담공원,서울특별시 강남구 학동로 506 (삼성동),강남구,서울시,1899-12-30 오전 7:00:00,1899-12-30 오후 9:00:00,127.0514387,1,407,37.5186549
1522-3232,신압구정,서울특별시 강남구 언주로174길 29 (신사동),강남구,서울시,1899-12-30 오전 7:30:00,1899-12-30 오후 9:30:00,127.036441,1,394,37.528115
1522-3232,아크로힐스논현,"서울특별시 강남구 봉은사로 304, 금강빌딩 1-2층 (역삼동)",강남구,서울시,1899-12-30 오전 10:00:00,1899-12-30 오후 9:30:00,127.0403869,1,306,37.50898041
1522-3232,뱅뱅사거리,서울특별시 강남구 강남대로 282 (도곡동),강남구,서울시,1899-12-30 오전 7:30:00,1899-12-30 오후 9:30:00,127.032415,1,321,37.488585
1522-3232,강남비젼타워,"서울특별시 강남구 테헤란로2길 27, 1층 101호 (역삼동)",강남구,서울시,1899-12-30 오전 8:00:00,1899-12-30 오후 9:30:00,127.0296885,1,497,37.4964557
1522-3232,역삼역,"서울특별시 강남구 테헤란로 145, 우신빌딩 1층 (역삼동)",강남구,서울시,1899-12-30 오전 8:00:00,1899-12-30 오후 9:30:00,127.0351577,1,300,37.50080096
1522-3232,압구정로데오역,"서울특별시 강남구 선릉로 836, 삼원빌딩 1,2층 (청담동)",강남구,서울시,1899-12-30 오전 9:00:00,1899-12-30 오후 10:00:00,127.040437,1,338,37.526549
1522-3232,르네상스사거리,서울특별시 강남구 테헤란로 306 (역삼동),강남구,서울시,1899-12-30 오전 8:00:00,1899-12-30 오후 9:30:00,127.044308,1,316,37.502721
1522-3232,포스코,"서울특별시 강남구 삼성로86길 7, 1층 (대치동)",강남구,서울시,1899-12-30 오전 7:30:00,1899-12-30 오후 10:00:00,127.057966,1,325,37.50576
1522-3232,선릉로,"서울특별시 강남구 선릉로93길 22, 대흥빌딩 1층 (역삼동)",강남구,서울시,1899-12-30 오전 8:00:00,1899-12-30 오후 10:00:00,127.046577,1,565,37.505053
1522-3232,삼성역,서울특별시 강남구 테헤란로103길 9 (삼성동),강남구,서울시,1899-12-30 오전 8:30:00,1899-12-30 오후 9:00:00,127.063864,1,597,37.510015
1522-3232,논현힐탑,서울특별시 강남구 논현로 648 (논현동),강남구,서울시,1899-12-30 오전 10:00:00,1899-12-30 오후 8:00:00,127.032262,1,430,37.5115577
1522-3232,도산가로수길,"서울특별시 강남구 도산대로 134, 2층 (논현동)",강남구,서울시,1899-12-30 오전 7:30:00,1899-12-30 오후 9:00:00,127.0232957,1,433,37.5173623
1522-3232,미아뉴타운,서울특별시 강북구 삼양로 161 (미아동),강북구,서울시,1899-12-30 오전 7:30:00,1899-12-30 오후 9:00:00,127.021072,1,1120,37.618319
1522-3232,강북구청사거리,서울특별시 강북구 도봉로 365 (수유동),강북구,서울시,1899-12-30 오전 8:00:00,1899-12-30 오후 10:00:00,127.0273766,1,971,37.6400354
1522-3232,미아사거리역,서울특별시 강북구 도봉로 32 (미아동),강북구,서울시,1899-12-30 오전 9:00:00,1899-12-30 오후 9:00:00,127.0306971,1,872,37.611809
1522-3232,수유역,서울특별시 강북구 도봉로 342 (번동),강북구,서울시,1899-12-30 오전 9:30:00,1899-12-30 오후 9:30:00,127.026135,1,254,37.6380167
1522-3232,미아역,서울특별시 강북구 도봉로 196 (미아동),강북구,서울시,1899-12-30 오전 8:30:00,1899-12-30 오후 9:30:00,127.026578,1,509,37.626148
1522-3232,발산역사거리,서울특별시 강서구 공항대로 248 (마곡동),강서구,서울시,1899-12-30 오전 8:30:00,1899-12-30 오후 9:00:00,126.835096,1,1547,37.558509
1522-3232,우장산역,서울특별시 강서구 강서로 267 (내발산동),강서구,서울시,1899-12-30 오전 8:00:00,1899-12-30 오후 9:00:00,126.835984,1,1383,37.549501
1522-3232,마곡사이언스타워R,서울특별시 강서구 마곡동로 62 (마곡동),강서구,서울시,1899-12-30 오전 8:30:00,1899-12-30 오후 9:00:00,126.833887,1,1396,37.5605261
1522-3232,방화DT,서울특별시 강서구 방화대로 375 (방화동),강서구,서울시,1899-12-30 오전 7:30:00,1899-12-30 오후 11:00:00,126.816415,1,1311,37.574339
1522-3232,마곡나루역,서울특별시 강서구 마곡중앙로 161-17 (마곡동),강서구,서울시,1899-12-30 오전 8:00:00,1899-12-30 오후 11:00:00,126.82614,1,1267,37.56813
1522-3232,마곡GMG,"서울특별시 강서구 마곡중앙6로 16 (마곡동) 117,118,119,120호",강서구,서울시,1899-12-30 오전 7:30:00,1899-12-30 오후 10:30:00,126.829667,1,1217,37.560487
1522-3232,가양역,서울특별시 강서구 양천로 476 (등촌동),강서구,서울시,1899-12-30 오전 7:30:00,1899-12-30 오후 10:00:00,126.853327,1,1196,37.56164
1522-3232,화곡DT,서울특별시 강서구 등촌로 57 (화곡동),강서구,서울시,1899-12-30 오전 7:00:00,1899-12-30 오후 10:30:00,126.863232,1,1114,37.535149
1522-3232,양천향교역,서울특별시 강서구 강서로 463 (마곡동),강서구,서울시,1899-12-30 오전 8:30:00,1899-12-30 오후 10:00:00,126.840731,1,1119,37.566964
1522-3232,화곡동,서울특별시 강서구 화곡로 142(화곡동),강서구,서울시,1899-12-30 오전 8:00:00,1899-12-30 오후 10:00:00,126.8372413,1,909,37.5405115
1522-3232,등촌,서울특별시 강서구 공항대로 329 (등촌동),강서구,서울시,1899-12-30 오전 8:00:00,1899-12-30 오후 10:00:00,126.8443392,1,898,37.5582043
1522-3232,염창역,서울특별시 강서구 공항대로 627 (염창동),강서구,서울시,1899-12-30 오전 7:30:00,1899-12-30 오후 10:00:00,126.874436,1,703,37.547359
1522-3232,발산역,서울특별시 강서구 강서로 388 (등촌동) 그랜드마트,강서구,서울시,1899-12-30 오전 7:30:00,1899-12-30 오후 10:00:00,126.839279,1,731,37.56033
1522-3232,가양이마트,"서울특별시 강서구 양천로 559, 가양이마트 1층 (가양동)",강서구,서울시,1899-12-30 오전 10:00:00,1899-12-30 오후 9:00:00,126.8622978,1,205,37.5578966
1522-3232,까치산역,서울특별시 강서구 강서로13길 3 (화곡동),강서구,서울시,1899-12-30 오전 9:30:00,1899-12-30 오후 10:00:00,126.846077,1,549,37.532303
1522-3232,낙성대역,서울특별시 관악구 남부순환로 1908 (봉천동),관악구,서울시,1899-12-30 오전 7:00:00,1899-12-30 오후 10:00:00,126.961193,1,1546,37.477946
1522-3232,관악서울대입구R,서울특별시 관악구 관악로 158 (봉천동),관악구,서울시,1899-12-30 오전 8:00:00,1899-12-30 오후 10:00:00,126.95278,1,1500,37.479343
1522-3232,신림DT,서울특별시 관악구 남부순환로 1419 (신림동),관악구,서울시,1899-12-30 오전 7:30:00,1899-12-30 오후 10:00:00,126.908407,1,1292,37.480935
1522-3232,서울대역,서울특별시 관악구 남부순환로 1817 (봉천동),관악구,서울시,1899-12-30 오전 7:30:00,1899-12-30 오후 10:00:00,126.9522,1,1143,37.481599
1522-3232,낙성대DT,서울특별시 관악구 남부순환로 1948 (봉천동),관악구,서울시,1899-12-30 오전 7:00:00,1899-12-30 오후 10:00:00,126.965005,1,1094,37.476169
1522-3232,사당,서울특별시 관악구 남부순환로 2082-25,관악구,서울시,1899-12-30 오전 7:30:00,1899-12-30 오후 10:30:00,126.980997,1,733,37.47601
1522-3232,보라매대교,"서울특별시 관악구 보라매로3길 23, 대교빌딩 1층 (봉천동)",관악구,서울시,1899-12-30 오전 8:00:00,1899-12-30 오후 10:00:00,126.925432,1,639,37.491449
1522-3232,신림사거리,서울특별시 관악구 남부순환로 1619 (신림동),관악구,서울시,1899-12-30 오전 7:00:00,1899-12-30 오후 10:00:00,126.930467,1,649,37.484768
1522-3232,신림,서울특별시 관악구 신림로 355-1 (신림동),관악구,서울시,1899-12-30 오전 8:00:00,1899-12-30 오후 9:00:00,126.9291602,1,24,37.48609493
1522-3232,신림역포도몰,"서울특별시 관악구 신림로 330, PODO MALL 1층 101 일부 (신림동)",관악구,서울시,1899-12-30 오전 7:30:00,1899-12-30 오후 10:00:00,126.9301799,1,30,37.48385383
1522-3232,서울대입구역,서울특별시 관악구 남부순환로 1812 (봉천동),관악구,서울시,1899-12-30 오전 10:00:00,1899-12-30 오후 10:00:00,126.951324,1,468,37.48118
1522-3232,건국대,서울특별시 광진구 능동로 117 (화양동),광진구,서울시,1899-12-30 오전 7:30:00,1899-12-30 오후 10:00:00,127.0711244,1,1544,37.5415592
1522-3232,어린이대공원역,서울시 광진구 능동로243,광진구,서울시,1899-12-30 오전 7:30:00,1899-12-30 오후 10:30:00,127.076404,1,1458,37.551946
1522-3232,아차산역,서울시 광진구 천호대로 676,광진구,서울시,1899-12-30 오전 7:30:00,1899-12-30 오후 10:00:00,127.0898757,1,1414,37.5505388
1522-3232,올림픽대교북단,서울특별시 광진구 광나루로 608 (구의동),광진구,서울시,1899-12-30 오전 7:00:00,1899-12-30 오후 10:00:00,127.09524,1,1278,37.541129
1522-3232,구의DT,서울특별시 광진구 광나루로 519 (구의동),광진구,서울시,1899-12-30 오전 7:00:00,1899-12-30 오후 10:00:00,127.0871587,1,921,37.5451984
1522-3232,자양사거리,서울특별시 광진구 아차산로 355,광진구,서울시,1899-12-30 오전 8:00:00,1899-12-30 오후 9:30:00,127.0825821,1,882,37.5371158
1522-3232,군자역,서울특별시 광진구 천호대로 548 (군자동) 중앙빌딩,광진구,서울시,1899-12-30 오전 7:30:00,1899-12-30 오후 11:00:00,127.079032,1,761,37.556965
1522-3232,광나루,"서울특별시 광진구 아차산로 607, 1,2층 (광장동)",광진구,서울시,1899-12-30 오전 7:30:00,1899-12-30 오후 11:00:00,127.105934,1,659,37.547442
1522-3232,건대스타시티,서울특별시 광진구 아차산로 262 (자양동),광진구,서울시,1899-12-30 오전 7:30:00,1899-12-30 오후 11:00:00,127.073009,1,139,37.538544
1522-3232,자양,서울특별시 광진구 능동로 50 (자양동),광진구,서울시,1899-12-30 오전 7:30:00,1899-12-30 오후 11:00:00,127.0691462,1,21,37.5354769
1522-3232,강변역,서울특별시 광진구 구의강변로 64 (구의동) 구의아크로리버,광진구,서울시,1899-12-30 오전 7:30:00,1899-12-30 오후 11:00:00,127.093086,1,772,37.536155
1522-3232,건대입구,서울특별시 광진구 능동로 107 (화양동),광진구,서울시,1899-12-30 오전 7:30:00,1899-12-30 오후 11:00:00,127.0707225,1,297,37.5406604
1522-3232,구의역,서울특별시 광진구 아차산로 373 (구의동),광진구,서울시,1899-12-30 오전 7:30:00,1899-12-30 오후 11:00:00,127.084015,1,488,37.53698
1522-3232,광장,서울특별시 광진구 아차산로 537-17 (광장동),광진구,서울시,1899-12-30 오전 9:00:00,1899-12-30 오후 9:00:00,127.099651,1,517,37.542518
1522-3232,건국클래식,서울특별시 광진구 능동로 90 (자양동) 더 클래식500,광진구,서울시,1899-12-30 오전 10:00:00,1899-12-30 오후 9:00:00,127.071271,1,528,37.538466
1522-3232,가산에스케이,서울특별시 금천구 가산디지털1로 171 (가산동),금천구,서울시,1899-12-30 오전 9:00:00,1899-12-30 오후 9:00:00,126.8805702,1,1405,37.48061318
1522-3232,독산사거리,서울특별시 금천구 시흥대로 426 (독산동),금천구,서울시,1899-12-30 오전 9:00:00,1899-12-30 오후 9:00:00,126.898775,1,1218,37.471511
1522-3232,금천시흥,서울특별시 금천구 시흥대로 164 (시흥동),금천구,서울시,1899-12-30 오전 9:30:00,1899-12-30 오후 9:00:00,126.903183,1,1184,37.448624
1522-3232,가산디지털단지역,서울특별시 금천구 벚꽃로 298 (가산동),금천구,서울시,1899-12-30 오전 8:30:00,1899-12-30 오후 9:30:00,126.883779,1,1076,37.481324
1522-3232,금천독산,서울특별시 금천구 두산로 70 (독산동),금천구,서울시,1899-12-30 오전 9:00:00,1899-12-30 오후 9:30:00,126.895246,1,778,37.46914
1522-3232,가산디지털,서울특별시 금천구 가산디지털1로 168 (가산동),금천구,서울시,1899-12-30 오전 9:00:00,1899-12-30 오후 9:30:00,126.8824997,1,227,37.4798346
1522-3232,W-Mall,서울특별시 금천구 디지털로 188 (가산동),금천구,서울시,1899-12-30 오전 9:30:00,1899-12-30 오후 9:00:00,126.8876908,1,144,37.47730499
1522-3232,마리오아울렛,서울특별시 금천구 벚꽃로 266 마리오아울렛3관,금천구,서울시,1899-12-30 오전 9:30:00,1899-12-30 오후 9:00:00,126.885076,1,555,37.478701
1522-3232,가산브이타워,서울특별시 금천구 가산디지털1로 128 (가산동),금천구,서울시,1899-12-30 오전 9:30:00,1899-12-30 오후 9:00:00,126.883683,1,364,37.477221
1522-3232,가산그레이트,"서울특별시 금천구 디지털로9길 32, 갑을그레이트밸리 1층 (가산동)",금천구,서울시,1899-12-30 오전 8:00:00,1899-12-30 오후 9:30:00,126.8874768,1,340,37.4794491
1522-3232,월계역,"서울특별시 노원구 초안산로2라길26 월계동(104,105,106호)",노원구,서울시,1899-12-30 오전 8:30:00,1899-12-30 오후 9:30:00,127.0574,1,1616,37.6295
1522-3232,월계트레이더스,서울시 노원구 마들로3길 15,노원구,서울시,1899-12-30 오전 8:30:00,1899-12-30 오후 9:30:00,127.0614978,1,1475,37.6277053
1522-3232,상계초교사거리,서울 노원구 노원로 449,노원구,서울시,1899-12-30 오전 9:00:00,1899-12-30 오후 9:00:00,127.066442,1,1484,37.656776
1522-3232,공릉DT,서울특별시 노원구 동일로 1015 (공릉동),노원구,서울시,1899-12-30 오전 9:00:00,1899-12-30 오후 9:00:00,127.0743116,1,1379,37.6206884
1522-3232,노원마들역,"서울특별시 노원구 노원로 569 (상계동, 임광아파트)",노원구,서울시,1899-12-30 오전 9:00:00,1899-12-30 오후 9:30:00,127.058008,1,1266,37.660941
